Acme Widgets Ltd
Ledger Report: Mar:2022/23 to Jan:2024/25

	1000: Main Bank Account				GST	TC	Debit	Credit	Balance
1	DI	2024-02-28	1907[3433]	White Contractors: G @ 15.0000%	0.00	G	0.00	131.63	15,253.79 CR
1	DI	2024-02-28	1908[211370]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	50.12	15,303.91 CR
1	CR	2024-02-28		Sales: G @ 15.0000%	0.00	G	0.00	532.40	15,836.31 CR
1	DI	2024-03-01	1910[1552]	The Winter Bakery: G @ 15.0000%	0.00	G	0.00	75.35	15,911.66 CR
1	DI	2024-03-02	1911[213598]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	67.80	15,979.46 CR
1	DI	2024-03-02	1912[10327]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	24.86	16,004.32 CR
1	CR	2024-03-04		Sales: G @ 15.0000%	0.00	G	0.00	995.22	16,999.54 CR
1	DI	2024-03-04	1913[1106]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	83.65	17,083.19 CR
1	DI	2024-03-05	1914[11150]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	100.84	17,184.03 CR
1	DI	2024-03-07	1916[1101]	White Contractors: G @ 15.0000%	0.00	G	0.00	48.59	17,232.62 CR
1	CR	2024-03-07		Sales: G @ 15.0000%	0.00	G	0.00	590.97	17,823.59 CR
1	DI	2024-03-07	1915[213631]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	38.97	17,862.56 CR
1	CR	2024-03-11		Sales: G @ 15.0000%	0.00	G	0.00	1,094.75	18,957.31 CR
1	DI	2024-03-11	1917[10354]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	52.34	19,009.65 CR
1	DI	2024-03-12	1918[11159]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	58.11	19,067.76 CR
1	CR	2024-03-14		Sales: G @ 15.0000%	0.00	G	0.00	726.89	19,794.65 CR
1	DI	2024-03-15	1919[3443]	White Contractors: G @ 15.0000%	0.00	G	0.00	44.99	19,839.64 CR
1	DI	2024-03-16	1921[211445]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	24.65	19,864.29 CR
1	DI	2024-03-16	1920[213658]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	94.06	19,958.35 CR
1	DI	2024-03-18	1922[1057]	Summer Fashions: G @ 15.0000%	0.00	G	0.00	81.62	20,039.97 CR
1	CR	2024-03-18		Sales: G @ 15.0000%	0.00	G	0.00	1,423.17	21,463.14 CR
1	DI	2024-03-21	1924[1110]	White Contractors: G @ 15.0000%	0.00	G	0.00	58.36	21,521.50 CR
1	CR	2024-03-21		Sales: G @ 15.0000%	0.00	G	0.00	872.26	22,393.76 CR
1	DI	2024-03-21	1923[11188]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	59.88	22,453.64 CR
1	DI	2024-03-23	1925[211506]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	64.65	22,518.29 CR
1	DI	2024-03-24	1927[1562]	The Winter Bakery: G @ 15.0000%	0.00	G	0.00	59.23	22,577.52 CR
1	DI	2024-03-24	1926[10383]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	109.97	22,687.49 CR
1	CR	2024-03-25		Henry's Auto Repairs: G @ 15.0000%	0.00	G	0.00	1,551.26	24,238.75 CR
1	DI	2024-03-25	1928[213671]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	46.37	24,285.12 CR
1	DI	2024-03-26	1929[1125]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	30.66	24,315.78 CR
1	CR	2024-03-28		Sales: G @ 15.0000%	0.00	G	0.00	950.77	25,266.55 CR
1	DI	2024-03-28	1930[1119]	White Contractors: G @ 15.0000%	0.00	G	0.00	139.99	25,406.54 CR
1	DI	2024-04-01	1933[10408]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	32.67	25,439.21 CR
1	DI	2024-04-01	1931[213704]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	58.82	25,498.03 CR
1	CR	2024-04-01		Sales: G @ 15.0000%	0.00	G	0.00	620.50	26,118.53 CR
1	DI	2024-04-01	1932[3456]	White Contractors: G @ 15.0000%	0.00	G	0.00	63.92	26,182.45 CR
1	CR	2024-04-02		Sales: G @ 15.0000%	0.00	G	0.00	380.31	26,562.76 CR
1	DI	2024-04-05	1934[11201]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	49.60	26,612.36 CR
1	CR	2024-04-06		Widget Recycling: G @ 15.0000%	0.00	G	0.00	744.60	27,356.96 CR
1	DI	2024-04-07	1935[10420]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	75.20	27,432.16 CR
1	DI	2024-04-09	1936[213729]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	28.87	27,461.03 CR
1	CR	2024-04-09		Sales: G @ 15.0000%	0.00	G	0.00	456.37	27,917.40 CR
1	DI	2024-04-10	1937[1068]	Summer Fashions: G @ 15.0000%	0.00	G	0.00	30.52	27,947.92 CR
1	DI	2024-04-11	1938[211582]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	25.96	27,973.88 CR
1	CR	2024-04-13		Sales: G @ 15.0000%	0.00	G	0.00	759.50	28,733.38 CR
1	DI	2024-04-14	1939[11210]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	31.50	28,764.88 CR
1	DI	2024-04-15	1940[3469]	White Contractors: G @ 15.0000%	0.00	G	0.00	37.37	28,802.25 CR
1	CR	2024-04-16		Sales: G @ 15.0000%	0.00	G	0.00	465.49	29,267.74 CR
1	DI	2024-04-17	1941[1130]	White Contractors: G @ 15.0000%	0.00	G	0.00	50.40	29,318.14 CR
1	DI	2024-04-18	1942[1141]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	60.14	29,378.28 CR
1	DI	2024-04-19	1944[1585]	The Winter Bakery: G @ 15.0000%	0.00	G	0.00	45.49	29,423.77 CR
1	DI	2024-04-19	1943[10434]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	49.58	29,473.35 CR
1	DI	2024-04-20	1945[213748]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	41.53	29,514.88 CR
1	CR	2024-04-20		The Widget Man: G @ 15.0000%	0.00	G	0.00	774.69	30,289.57 CR
1	CR	2024-04-23		Sales: G @ 15.0000%	0.00	G	0.00	474.80	30,764.37 CR
1	DI	2024-04-23	1946[3479]	White Contractors: G @ 15.0000%	0.00	G	0.00	50.12	30,814.49 CR
1	DI	2024-04-26	1947[211656]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	99.78	30,914.27 CR
1	CR	2024-04-27		Sales: G @ 15.0000%	0.00	G	0.00	790.18	31,704.45 CR
1	DI	2024-04-28	1948[10458]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	37.86	31,742.31 CR
1	DI	2024-04-30	1950[3491]	White Contractors: G @ 15.0000%	0.00	G	0.00	58.19	31,800.50 CR
1	DI	2024-04-30	1949[213779]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	144.61	31,945.11 CR
1	CR	2024-04-30		Sales: G @ 15.0000%	0.00	G	0.00	484.30	32,429.41 CR
1	DI	2024-05-02	1951[11239]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	109.76	32,539.17 CR
1	DI	2024-05-03	1953[1096]	Summer Fashions: G @ 15.0000%	0.00	G	0.00	64.57	32,603.74 CR
1	CR	2024-05-03		Sales: G @ 15.0000%	0.00	G	0.00	805.98	33,409.72 CR
1	DI	2024-05-03	1952[1139]	White Contractors: G @ 15.0000%	0.00	G	0.00	89.30	33,499.02 CR
1	DI	2024-05-06	1954[10477]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	45.73	33,544.75 CR
1	CR	2024-05-06		Sales: G @ 15.0000%	0.00	G	0.00	493.99	34,038.74 CR
1	DI	2024-05-07	1955[213811]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	59.33	34,098.07 CR
1	DI	2024-05-10	1957[211732]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	83.71	34,181.78 CR
1	DI	2024-05-10	1956[1612]	The Winter Bakery: G @ 15.0000%	0.00	G	0.00	108.74	34,290.52 CR
1	CR	2024-05-10		Sales: G @ 15.0000%	0.00	G	0.00	822.10	35,112.62 CR
1	DI	2024-05-13	1958[213840]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	79.98	35,192.60 CR
1	CR	2024-05-13		Charles Horse: G @ 15.0000%	0.00	G	0.00	503.87	35,696.47 CR
1	DI	2024-05-13	1959[1149]	White Contractors: G @ 15.0000%	0.00	G	0.00	65.95	35,762.42 CR
1	DI	2024-05-16	1960[3501]	White Contractors: G @ 15.0000%	0.00	G	0.00	93.39	35,855.81 CR
1	DI	2024-05-17	1961[1169]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	61.88	35,917.69 CR
1	CR	2024-05-17		Sales: G @ 15.0000%	0.00	G	0.00	838.55	36,756.24 CR
1	DI	2024-05-18	1962[211795]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	137.75	36,893.99 CR
1	DI	2024-05-20	1964[213853]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	38.41	36,932.40 CR
1	CR	2024-05-20		Jo's Bargain House: G @ 15.0000%	0.00	G	0.00	513.94	37,446.34 CR
1	DI	2024-05-20	1965[1160]	White Contractors: G @ 15.0000%	0.00	G	0.00	47.03	37,493.37 CR
1	DI	2024-05-20	1963[11258]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	106.45	37,599.82 CR
1	DI	2024-05-22	1966[10495]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	88.26	37,688.08 CR
1	CR	2024-05-24		Sales: G @ 15.0000%	0.00	G	0.00	855.32	38,543.40 CR
1	DI	2024-05-24	1967[213872]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	24.06	38,567.46 CR
1	DI	2024-05-24	1968[211871]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	114.23	38,681.69 CR
1	CR	2024-05-27		Sales: G @ 15.0000%	0.00	G	0.00	524.22	39,205.91 CR
1	DI	2024-05-27	1969[3511]	White Contractors: G @ 15.0000%	0.00	G	0.00	38.26	39,244.17 CR
1	DI	2024-05-28	1970[1126]	Summer Fashions: G @ 15.0000%	0.00	G	0.00	72.87	39,317.04 CR
1	DI	2024-05-30	1971[211936]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	50.15	39,367.19 CR
1	JN	2024-05-31	JN000001	Tax Code: G	0.00		39,367.19	0.00	0.00 DB
1	DI	2024-06-01	1974[1005]	Summer Fashions: G @ 15.0000%	0.00	G	0.00	111.60	111.60 CR
1	DI	2024-06-01	1972[11024]	White Contractors: G @ 15.0000%	0.00	G	0.00	10.56	122.16 CR
1	DI	2024-06-01	1973[11025]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	20.02	142.18 CR
1	DI	2024-06-02	1976[211003]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	117.90	260.08 CR
1	DI	2024-06-02	1975[213406]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	74.18	334.26 CR
1	DI	2024-06-04	1978[1010]	Autumn Fabrix Ltd: G @ 15.0000%	0.00	G	0.00	46.95	381.21 CR
1	DI	2024-06-04	1977[1045]	White Contractors: G @ 15.0000%	0.00	G	0.00	48.52	429.73 CR
1	CR	2024-06-06	154	Sales: G @ 15.0000%	0.00	G	0.00	801.20	1,230.93 CR
1	DI	2024-06-07	1979[213435]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	59.65	1,290.58 CR
1	DI	2024-06-09	1980[3401]	J Smith & Sons Ltd: G @ 15.0000%	0.00	G	0.00	26.12	1,316.70 CR
1	CR	2024-06-09	155	Henry's Auto Repairs: G @ 15.0000%	0.00	G	0.00	564.95	1,881.65 CR
1	DI	2024-06-09	1981[211076]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	58.45	1,940.10 CR
1	DI	2024-06-11	1982[10234]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	66.18	2,006.28 CR
1	DI	2024-06-12	1983[1509]	The Winter Bakery: G @ 15.0000%	0.00	G	0.00	172.87	2,179.15 CR
1	CR	2024-06-13	156	Sales: G @ 15.0000%	0.00	G	0.00	881.32	3,060.47 CR
1	DI	2024-06-14	1984[213449]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	55.29	3,115.76 CR
1	DI	2024-06-15	1985[1074]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	72.81	3,188.57 CR
1	DI	2024-06-16	1986[1056]	White Contractors: G @ 15.0000%	0.00	G	0.00	96.33	3,284.90 CR
1	CR	2024-06-16	157	Sales: G @ 15.0000%	0.00	G	0.00	638.39	3,923.29 CR
1	DI	2024-06-20	1987[11050]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	165.01	4,088.30 CR
1	DI	2024-06-24	1988[213463]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	58.47	4,146.77 CR
1	DI	2024-06-24	1990[211146]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	40.44	4,187.21 CR
1	DI	2024-06-24	1989[10259]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	41.03	4,228.24 CR
1	DI	2024-06-27	1991[1021]	Summer Fashions: G @ 15.0000%	0.00	G	0.00	46.22	4,274.46 CR
1	DI	2024-06-28	1992[3410]	White Contractors: G @ 15.0000%	0.00	G	0.00	37.66	4,312.12 CR
1	CR	2024-06-29	161	Sales: G @ 15.0000%	0.00	G	0.00	746.92	5,059.04 CR
1	DI	2024-07-01	1993[1067]	White Contractors: G @ 15.0000%	0.00	G	0.00	32.11	5,091.15 CR
1	DI	2024-07-03	1994[10277]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	136.76	5,227.91 CR
1	CR	2024-07-04	162	Sales: G @ 15.0000%	0.00	G	0.00	764.10	5,992.01 CR
1	DI	2024-07-04	1995[11071]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	130.38	6,122.39 CR
1	DI	2024-07-05	1996[213484]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	30.94	6,153.33 CR
1	DI	2024-07-07	1997[1087]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	92.45	6,245.78 CR
1	CR	2024-07-07	163	Sales: G @ 15.0000%	0.00	G	0.00	672.22	6,918.00 CR
1	DI	2024-07-08	1998[1525]	The Winter Bakery: G @ 15.0000%	0.00	G	0.00	58.30	6,976.30 CR
1	CR	2024-07-11	164	Sales: G @ 15.0000%	0.00	G	0.00	916.92	7,893.22 CR
1	DI	2024-07-11	1999[10287]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	117.09	8,010.31 CR
1	DI	2024-07-12	2000[211223]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	86.73	8,097.04 CR
1	DI	2024-07-14	2002[213511]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	134.52	8,231.56 CR
1	CR	2024-07-14	165	Charles Horse: G @ 15.0000%	0.00	G	0.00	739.45	8,971.01 CR
1	DI	2024-07-14	2001[11101]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	50.92	9,021.93 CR
1	DI	2024-07-16	2003[1079]	White Contractors: G @ 15.0000%	0.00	G	0.00	63.46	9,085.39 CR
1	DI	2024-07-17	2004[3422]	White Contractors: G @ 15.0000%	0.00	G	0.00	98.76	9,184.15 CR
1	CR	2024-07-18	166	Sales: G @ 15.0000%	0.00	G	0.00	1,228.67	10,412.82 CR
1	DI	2024-07-20	2005[1037]	Summer Fashions: G @ 15.0000%	0.00	G	0.00	65.73	10,478.55 CR
1	CR	2024-07-21	167	Sales: G @ 15.0000%	0.00	G	0.00	591.56	11,070.11 CR
1	DI	2024-07-22	2006[10310]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	44.17	11,114.28 CR
1	DI	2024-07-23	2009[11118]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	40.10	11,154.38 CR
1	DI	2024-07-23	2007[213544]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	131.55	11,285.93 CR
1	DI	2024-07-23	2008[211301]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	41.50	11,327.43 CR
1	DI	2024-07-27	2010[213573]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	79.35	11,406.78 CR
1	DI	2024-07-28	2013[1089]	White Contractors: G @ 15.0000%	0.00	G	0.00	22.96	11,429.74 CR
1	DI	2024-07-28	2012[211370]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	50.12	11,479.86 CR
1	DI	2024-07-28	2011[3433]	White Contractors: G @ 15.0000%	0.00	G	0.00	131.63	11,611.49 CR
1	CR	2024-07-28	169	Sales: G @ 15.0000%	0.00	G	0.00	532.40	12,143.89 CR
1	DI	2024-07-29	2014[1552]	The Winter Bakery: G @ 15.0000%	0.00	G	0.00	75.35	12,219.24 CR
1	DI	2024-07-30	2015[213598]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	67.80	12,287.04 CR
1	DI	2024-07-30	2016[10327]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	24.86	12,311.90 CR
1	JN	2024-07-31	JN000002	Tax Code: G	0.00		12,311.90	0.00	0.00 DB
1	DI	2024-08-01	2017[1106]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	83.65	83.65 CR
1	DI	2024-08-02	2018[11150]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	100.84	184.49 CR
1	CR	2024-08-04	171	Sales: G @ 15.0000%	0.00	G	0.00	590.97	775.46 CR
1	DI	2024-08-04	2020[1101]	White Contractors: G @ 15.0000%	0.00	G	0.00	48.59	824.05 CR
1	DI	2024-08-04	2019[213631]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	38.97	863.02 CR
1	DI	2024-08-08	2021[10354]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	52.34	915.36 CR
1	CR	2024-08-08	172	Sales: G @ 15.0000%	0.00	G	0.00	1,094.75	2,010.11 CR
1	DI	2024-08-09	2022[11159]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	58.11	2,068.22 CR
1	CR	2024-08-11	173	Sales: G @ 15.0000%	0.00	G	0.00	726.89	2,795.11 CR
1	DI	2024-08-12	2023[3443]	White Contractors: G @ 15.0000%	0.00	G	0.00	44.99	2,840.10 CR
1	DI	2024-08-13	2024[213658]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	94.06	2,934.16 CR
1	DI	2024-08-13	2025[211445]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	24.65	2,958.81 CR
1	DI	2024-08-15	2026[1057]	Summer Fashions: G @ 15.0000%	0.00	G	0.00	81.62	3,040.43 CR
1	DI	2024-08-18	2028[1110]	White Contractors: G @ 15.0000%	0.00	G	0.00	58.36	3,098.79 CR
1	CR	2024-08-18	175	Sales: G @ 15.0000%	0.00	G	0.00	872.26	3,971.05 CR
1	DI	2024-08-18	2027[11188]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	59.88	4,030.93 CR
1	DI	2024-08-20	2029[211506]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	64.65	4,095.58 CR
1	DI	2024-08-21	2031[10383]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	109.97	4,205.55 CR
1	DI	2024-08-21	2030[1562]	The Winter Bakery: G @ 15.0000%	0.00	G	0.00	59.23	4,264.78 CR
1	DI	2024-08-22	2032[213671]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	46.37	4,311.15 CR
1	CR	2024-08-22	176	Henry's Auto Repairs: G @ 15.0000%	0.00	G	0.00	1,551.26	5,862.41 CR
1	DI	2024-08-23	2033[1125]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	30.66	5,893.07 CR
1	DI	2024-08-25	2034[1119]	White Contractors: G @ 15.0000%	0.00	G	0.00	139.99	6,033.06 CR
1	CR	2024-08-25	177	Sales: G @ 15.0000%	0.00	G	0.00	950.77	6,983.83 CR
1	CR	2024-08-29	190	Sales: G @ 15.0000%	0.00	G	0.00	620.50	7,604.33 CR
1	DI	2024-08-29	2036[3456]	White Contractors: G @ 15.0000%	0.00	G	0.00	63.92	7,668.25 CR
1	DI	2024-08-29	2035[10408]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	32.67	7,700.92 CR
1	DI	2024-08-29	2038[11199]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	33.58	7,734.50 CR
1	DI	2024-08-29	2037[213704]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	58.82	7,793.32 CR
1	DI	2024-08-29	2039[3456]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	45.61	7,838.93 CR
1	DI	2024-08-29	2040[10408]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	32.67	7,871.60 CR
1	CR	2024-08-30	191	Sales: G @ 15.0000%	0.00	G	0.00	380.31	8,251.91 CR
1	DI	2024-09-02	2041[11201]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	49.60	8,301.51 CR
1	CR	2024-09-03	181	Widget Recycling: G @ 15.0000%	0.00	G	0.00	744.60	9,046.11 CR
1	DI	2024-09-04	2042[10420]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	75.20	9,121.31 CR
1	DI	2024-09-06	2043[213729]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	28.87	9,150.18 CR
1	CR	2024-09-06	193	Sales: G @ 15.0000%	0.00	G	0.00	456.37	9,606.55 CR
1	DI	2024-09-07	2044[1068]	Summer Fashions: G @ 15.0000%	0.00	G	0.00	30.52	9,637.07 CR
1	DI	2024-09-08	2045[211582]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	25.96	9,663.03 CR
1	CR	2024-09-10	183	Sales: G @ 15.0000%	0.00	G	0.00	759.50	10,422.53 CR
1	DI	2024-09-11	2046[11210]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	31.50	10,454.03 CR
1	DI	2024-09-12	2047[3469]	White Contractors: G @ 15.0000%	0.00	G	0.00	37.37	10,491.40 CR
1	CR	2024-09-13	184	Sales: G @ 15.0000%	0.00	G	0.00	465.49	10,956.89 CR
1	DI	2024-09-14	2048[1130]	White Contractors: G @ 15.0000%	0.00	G	0.00	50.40	11,007.29 CR
1	DI	2024-09-15	2049[1141]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	60.14	11,067.43 CR
1	DI	2024-09-16	2052[1585]	The Winter Bakery: G @ 15.0000%	0.00	G	0.00	45.49	11,112.92 CR
1	DI	2024-09-16	2050[1585]	The Winter Bakery: G @ 15.0000%	0.00	G	0.00	45.49	11,158.41 CR
1	DI	2024-09-16	2051[10434]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	49.58	11,207.99 CR
1	CR	2024-09-17	185	The Widget Man: G @ 15.0000%	0.00	G	0.00	774.69	11,982.68 CR
1	DI	2024-09-17	2053[213748]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	41.53	12,024.21 CR
1	DI	2024-09-20	2054[3479]	White Contractors: G @ 15.0000%	0.00	G	0.00	50.12	12,074.33 CR
1	CR	2024-09-20	197	Sales: G @ 15.0000%	0.00	G	0.00	474.80	12,549.13 CR
1	DI	2024-09-23	2055[211656]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	99.78	12,648.91 CR
1	CR	2024-09-24	187	Sales: G @ 15.0000%	0.00	G	0.00	790.18	13,439.09 CR
1	DI	2024-09-25	2056[10458]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	37.86	13,476.95 CR
1	DI	2024-09-27	2058[213779]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	144.61	13,621.56 CR
1	DI	2024-09-27	2057[3491]	White Contractors: G @ 15.0000%	0.00	G	0.00	58.19	13,679.75 CR
1	CR	2024-09-27	199	Sales: G @ 15.0000%	0.00	G	0.00	484.30	14,164.05 CR
1	DI	2024-09-27	2059[3491]	White Contractors: G @ 15.0000%	0.00	G	0.00	58.19	14,222.24 CR
1	DI	2024-09-29	2060[11239]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	109.76	14,332.00 CR
1	JN	2024-09-30	JN000003	Tax Code: G	0.00		15,291.85	0.00	959.85 DB
1	CR	2024-09-30	200	Sales: G @ 15.0000%	0.00	G	0.00	805.98	153.87 DB
1	DI	2024-09-30	2061[1096]	Summer Fashions: G @ 15.0000%	0.00	G	0.00	64.57	89.30 DB
1	DI	2024-09-30	2062[1139]	White Contractors: G @ 15.0000%	0.00	G	0.00	89.30	0.00 DB
1	CR	2024-10-03	201	Sales: G @ 15.0000%	0.00	G	0.00	493.99	493.99 CR
1	DI	2024-10-03	2063[10477]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	45.73	539.72 CR
1	DI	2024-10-04	2064[213811]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	59.33	599.05 CR
1	DI	2024-10-07	2066[1612]	The Winter Bakery: G @ 15.0000%	0.00	G	0.00	108.74	707.79 CR
1	CR	2024-10-07	202	Sales: G @ 15.0000%	0.00	G	0.00	822.10	1,529.89 CR
1	DI	2024-10-07	2065[211732]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	83.71	1,613.60 CR
1	DI	2024-10-10	2067[1149]	White Contractors: G @ 15.0000%	0.00	G	0.00	65.95	1,679.55 CR
1	DI	2024-10-10	2068[213840]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	79.98	1,759.53 CR
1	CR	2024-10-10	203	Charles Horse: G @ 15.0000%	0.00	G	0.00	503.87	2,263.40 CR
1	DI	2024-10-13	2069[3501]	White Contractors: G @ 15.0000%	0.00	G	0.00	93.39	2,356.79 CR
1	CR	2024-10-14	204	Sales: G @ 15.0000%	0.00	G	0.00	838.55	3,195.34 CR
1	DI	2024-10-14	2070[1169]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	61.88	3,257.22 CR
1	DI	2024-10-15	2071[211795]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	137.75	3,394.97 CR
1	DI	2024-10-17	2073[213853]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	38.41	3,433.38 CR
1	DI	2024-10-17	2074[11258]	Green's Garden Depot: G @ 15.0000%	0.00	G	0.00	106.45	3,539.83 CR
1	DI	2024-10-17	2072[1160]	White Contractors: G @ 15.0000%	0.00	G	0.00	47.03	3,586.86 CR
1	DI	2024-10-19	2075[10495]	Rose Tinted Optometrists: G @ 15.0000%	0.00	G	0.00	88.26	3,675.12 CR
1	CR	2024-10-21	206	Sales: G @ 15.0000%	0.00	G	0.00	855.32	4,530.44 CR
1	DI	2024-10-21	2077[213872]	Brown Suppliers: G @ 15.0000%	0.00	G	0.00	24.06	4,554.50 CR
1	DI	2024-10-21	2076[211871]	Spring Cleaners Ltd: G @ 15.0000%	0.00	G	0.00	114.23	4,668.73 CR
1	CR	2024-10-24	207	Sales: G @ 15.0000%	0.00	G	0.00	524.22	5,192.95 CR
1	DI	2024-10-24	2078[3511]	White Contractors: G @ 15.0000%	0.00	G	0.00	38.26	5,231.21 CR
1	DI	2024-10-25	2079[1126]	Summer Fashions: G @ 15.0000%	0.00	G	0.00	72.87	5,304.08 CR
